"metro","date","time","cases","newCases","deaths","newDeaths","population","closePublicSchools","banGatherings","closeSocialRetail","stayAtHome"
"Detroit-Warren-Livonia, MI",2020-03-14,13,20,6,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-15,14,34,14,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-16,15,35,1,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-17,16,43,8,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-18,17,58,15,1,1,4326442,1,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-19,18,286,228,3,2,4326442,1,1,0,0
"Detroit-Warren-Livonia, MI",2020-03-20,19,496,210,4,1,4326442,1,1,0,0
"Detroit-Warren-Livonia, MI",2020-03-21,20,692,196,5,1,4326442,1,1,0,0
"Detroit-Warren-Livonia, MI",2020-03-22,21,909,217,7,2,4326442,1,1,1,0
"Detroit-Warren-Livonia, MI",2020-03-23,22,1158,249,14,7,4326442,1,1,1,0
"Detroit-Warren-Livonia, MI",2020-03-24,23,1548,390,20,6,4326442,1,1,1,0
"Detroit-Warren-Livonia, MI",2020-03-25,24,1973,425,39,19,4326442,1,1,1,0
"Detroit-Warren-Livonia, MI",2020-03-26,25,2468,495,55,16,4326442,1,1,1,0
"Detroit-Warren-Livonia, MI",2020-03-27,26,3088,620,78,23,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-03-28,27,3929,841,96,18,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-03-29,28,4577,648,112,16,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-03-30,29,5409,832,171,59,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-03-31,30,6328,919,235,64,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-01,31,7618,1290,298,63,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-02,32,8815,1197,374,76,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-03,33,10405,1590,426,52,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-04,34,11626,1221,476,50,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-05,35,12869,1243,545,69,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-06,36,14111,1242,636,91,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-07,37,15535,1424,736,100,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-08,38,16637,1102,831,95,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-09,39,17543,906,926,95,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-10,40,18485,942,1101,175,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-11,41,19408,923,1190,89,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-12,42,19842,434,1266,76,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-13,43,20676,834,1365,99,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-14,44,21759,1083,1499,134,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-15,45,22512,753,1631,132,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-16,46,23398,886,1785,154,4326442,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-04-17,47,23924,526,1889,104,4326442,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-03-01,0,0,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-02,1,0,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-03,2,0,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-09,8,0,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-12,11,3,3,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-13,12,3,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-14,13,3,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-15,14,5,2,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-16,15,5,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-17,16,5,0,0,0,828045,0,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-18,17,5,0,0,0,828045,1,0,0,0
"Grand Rapids-Wyoming, MI",2020-03-19,18,12,7,0,0,828045,1,1,0,0
"Grand Rapids-Wyoming, MI",2020-03-20,19,12,0,0,0,828045,1,1,0,0
"Grand Rapids-Wyoming, MI",2020-03-21,20,22,10,1,1,828045,1,1,0,0
"Grand Rapids-Wyoming, MI",2020-03-22,21,22,0,1,0,828045,1,1,1,0
"Grand Rapids-Wyoming, MI",2020-03-23,22,30,8,1,0,828045,1,1,1,0
"Grand Rapids-Wyoming, MI",2020-03-24,23,34,4,1,0,828045,1,1,1,0
"Grand Rapids-Wyoming, MI",2020-03-25,24,39,5,1,0,828045,1,1,1,0
"Grand Rapids-Wyoming, MI",2020-03-26,25,45,6,1,0,828045,1,1,1,0
"Grand Rapids-Wyoming, MI",2020-03-27,26,49,4,1,0,828045,1,1,1,0
"Grand Rapids-Wyoming, MI",2020-03-28,27,57,8,1,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-03-29,28,76,19,1,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-03-30,29,102,26,1,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-03-31,30,115,13,1,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-01,31,128,13,2,1,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-02,32,136,8,2,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-03,33,149,13,2,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-04,34,166,17,3,1,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-05,35,181,15,3,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-06,36,194,13,5,2,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-07,37,206,12,8,3,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-08,38,228,22,10,2,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-09,39,256,28,11,1,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-10,40,275,19,15,4,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-11,41,298,23,15,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-12,42,315,17,15,0,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-13,43,343,28,16,1,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-14,44,363,20,17,1,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-15,45,397,34,19,2,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-16,46,432,35,20,1,828045,1,1,1,1
"Grand Rapids-Wyoming, MI",2020-04-17,47,478,46,23,3,828045,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-03-01,0,0,0,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-02,1,0,0,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-03,2,0,0,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-09,8,0,0,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-14,13,1,1,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-15,14,3,2,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-16,15,4,1,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-17,16,7,3,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-18,17,12,5,0,0,1206300,0,0,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-19,18,25,13,0,0,1206300,0,1,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-20,19,38,13,0,0,1206300,1,1,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-21,20,46,8,1,1,1206300,1,1,0,0
"Hartford-West Hartford-East Hartford, CT",2020-03-22,21,74,28,3,2,1206300,1,1,1,0
"Hartford-West Hartford-East Hartford, CT",2020-03-23,22,85,11,4,1,1206300,1,1,1,0
"Hartford-West Hartford-East Hartford, CT",2020-03-24,23,115,30,5,1,1206300,1,1,1,0
"Hartford-West Hartford-East Hartford, CT",2020-03-25,24,158,43,5,0,1206300,1,1,1,0
"Hartford-West Hartford-East Hartford, CT",2020-03-26,25,189,31,6,1,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-03-27,26,247,58,6,0,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-03-28,27,293,46,7,1,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-03-29,28,354,61,7,0,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-03-30,29,430,76,8,1,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-03-31,30,505,75,15,7,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-01,31,596,91,20,5,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-02,32,680,84,26,6,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-03,33,849,169,30,4,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-04,34,917,68,40,10,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-05,35,955,38,45,5,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-06,36,1120,165,51,6,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-07,37,1306,186,68,17,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-08,38,1592,286,90,22,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-09,39,1821,229,102,12,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-10,40,2007,186,119,17,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-11,41,2293,286,134,15,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-12,42,2395,102,151,17,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-13,43,2777,382,169,18,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-14,44,2926,149,192,23,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-15,45,3165,239,263,71,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-16,46,3494,329,295,32,1206300,1,1,1,1
"Hartford-West Hartford-East Hartford, CT",2020-04-17,47,3695,201,322,27,1206300,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-01,0,0,0,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-02,1,0,0,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-03,2,0,0,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-04,3,1,1,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-05,4,5,4,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-06,5,8,3,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-07,6,8,0,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-08,7,12,4,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-09,8,12,0,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-10,9,14,2,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-11,10,14,0,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-12,11,16,2,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-13,12,21,5,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-14,13,24,3,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-15,14,26,2,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-16,15,28,2,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-17,16,32,4,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-18,17,51,19,0,0,7026103,0,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-19,18,65,14,1,1,7026103,1,0,0,0
"Houston-Sugar Land-Baytown, TX",2020-03-20,19,99,34,1,0,7026103,1,1,1,0
"Houston-Sugar Land-Baytown, TX",2020-03-21,20,123,24,1,0,7026103,1,1,1,0
"Houston-Sugar Land-Baytown, TX",2020-03-22,21,141,18,1,0,7026103,1,1,1,0
"Houston-Sugar Land-Baytown, TX",2020-03-23,22,168,27,1,0,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-24,23,229,61,1,0,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-25,24,306,77,1,0,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-26,25,383,77,2,1,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-27,26,468,85,3,1,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-28,27,710,242,4,1,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-29,28,849,139,5,1,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-30,29,912,63,8,3,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-03-31,30,1114,202,9,1,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-01,31,1349,235,11,2,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-02,32,1459,110,15,4,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-03,33,1729,270,18,3,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-04,34,2064,335,27,9,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-05,35,2216,152,30,3,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-06,36,2730,514,33,3,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-07,37,3105,375,38,5,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-08,38,3474,369,48,10,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-09,39,4247,773,54,6,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-10,40,4573,326,64,10,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-11,41,4969,396,66,2,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-12,42,5064,95,70,4,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-13,43,5254,190,75,5,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-14,44,5520,266,86,11,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-15,45,5811,291,95,9,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-16,46,6095,284,102,7,7026103,1,1,1,1
"Houston-Sugar Land-Baytown, TX",2020-04-17,47,6358,263,108,6,7026103,1,1,1,1
"Indianapolis-Carmel, IN",2020-03-01,0,0,0,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-02,1,0,0,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-03,2,0,0,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-06,5,1,1,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-07,6,1,0,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-08,7,2,1,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-09,8,3,1,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-10,9,4,1,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-11,10,7,3,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-12,11,8,1,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-13,12,8,0,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-14,13,9,1,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-15,14,13,4,0,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-16,15,15,2,1,1,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-17,16,17,2,2,1,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-18,17,21,4,2,0,1919062,0,0,0,0
"Indianapolis-Carmel, IN",2020-03-19,18,29,8,2,0,1919062,0,0,1,0
"Indianapolis-Carmel, IN",2020-03-20,19,40,11,3,1,1919062,0,1,1,0
"Indianapolis-Carmel, IN",2020-03-21,20,72,32,3,0,1919062,1,1,1,0
"Indianapolis-Carmel, IN",2020-03-22,21,126,54,4,1,1919062,1,1,1,0
"Indianapolis-Carmel, IN",2020-03-23,22,166,40,4,0,1919062,1,1,1,0
"Indianapolis-Carmel, IN",2020-03-24,23,228,62,9,5,1919062,1,1,1,0
"Indianapolis-Carmel, IN",2020-03-25,24,313,85,10,1,1919062,1,1,1,0
"Indianapolis-Carmel, IN",2020-03-26,25,414,101,10,0,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-03-27,26,640,226,14,4,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-03-28,27,779,139,16,2,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-03-29,28,936,157,16,0,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-03-30,29,1123,187,18,2,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-03-31,30,1345,222,24,6,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-01,31,1611,266,32,8,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-02,32,1873,262,35,3,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-03,33,2057,184,45,10,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-04,34,2322,265,51,6,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-05,35,2592,270,56,5,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-06,36,2901,309,61,5,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-07,37,3191,290,75,14,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-08,38,3421,230,93,18,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-09,39,3589,168,123,30,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-10,40,3885,296,160,37,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-11,41,4094,209,180,20,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-12,42,4337,243,188,8,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-13,43,4501,164,189,1,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-14,44,4604,103,213,24,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-15,45,4798,194,233,20,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-16,46,4961,163,253,20,1919062,1,1,1,1
"Indianapolis-Carmel, IN",2020-04-17,47,5240,279,277,24,1919062,1,1,1,1
"Jacksonville, FL",2020-03-01,0,0,0,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-02,1,0,0,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-03,2,0,0,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-09,8,0,0,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-10,9,1,1,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-11,10,2,1,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-12,11,4,2,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-13,12,4,0,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-14,13,4,0,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-15,14,11,7,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-16,15,12,1,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-17,16,19,7,0,0,1534701,0,0,0,0
"Jacksonville, FL",2020-03-18,17,24,5,1,1,1534701,1,0,0,0
"Jacksonville, FL",2020-03-19,18,25,1,2,1,1534701,1,0,1,0
"Jacksonville, FL",2020-03-20,19,30,5,2,0,1534701,1,0,1,0
"Jacksonville, FL",2020-03-21,20,42,12,3,1,1534701,1,0,1,0
"Jacksonville, FL",2020-03-22,21,65,23,3,0,1534701,1,0,1,0
"Jacksonville, FL",2020-03-23,22,80,15,6,3,1534701,1,0,1,0
"Jacksonville, FL",2020-03-24,23,89,9,6,0,1534701,1,0,1,0
"Jacksonville, FL",2020-03-25,24,113,24,6,0,1534701,1,0,1,0
"Jacksonville, FL",2020-03-26,25,148,35,8,2,1534701,1,0,1,0
"Jacksonville, FL",2020-03-27,26,176,28,9,1,1534701,1,0,1,0
"Jacksonville, FL",2020-03-28,27,210,34,9,0,1534701,1,1,1,1
"Jacksonville, FL",2020-03-29,28,252,42,9,0,1534701,1,1,1,1
"Jacksonville, FL",2020-03-30,29,273,21,11,2,1534701,1,1,1,1
"Jacksonville, FL",2020-03-31,30,346,73,11,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-01,31,402,56,11,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-02,32,473,71,17,6,1534701,1,1,1,1
"Jacksonville, FL",2020-04-03,33,541,68,17,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-04,34,625,84,17,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-05,35,666,41,17,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-06,36,744,78,17,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-07,37,805,61,20,3,1534701,1,1,1,1
"Jacksonville, FL",2020-04-08,38,856,51,20,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-09,39,916,60,22,2,1534701,1,1,1,1
"Jacksonville, FL",2020-04-10,40,976,60,23,1,1534701,1,1,1,1
"Jacksonville, FL",2020-04-11,41,1020,44,25,2,1534701,1,1,1,1
"Jacksonville, FL",2020-04-12,42,1055,35,25,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-13,43,1083,28,26,1,1534701,1,1,1,1
"Jacksonville, FL",2020-04-14,44,1115,32,27,1,1534701,1,1,1,1
"Jacksonville, FL",2020-04-15,45,1149,34,28,1,1534701,1,1,1,1
"Jacksonville, FL",2020-04-16,46,1199,50,28,0,1534701,1,1,1,1
"Jacksonville, FL",2020-04-17,47,1278,79,31,3,1534701,1,1,1,1
"Kansas City, MO-KS",2020-03-01,0,0,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-02,1,0,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-03,2,0,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-07,6,1,1,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-08,7,1,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-09,8,1,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-10,9,1,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-11,10,1,0,0,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-12,11,5,4,1,1,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-13,12,5,0,1,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-14,13,7,2,1,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-15,14,8,1,1,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-16,15,11,3,1,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-17,16,18,7,1,0,2169282,0,0,0,0
"Kansas City, MO-KS",2020-03-18,17,24,6,1,0,2169282,1,0,0,0
"Kansas City, MO-KS",2020-03-19,18,35,11,1,0,2169282,1,1,1,0
"Kansas City, MO-KS",2020-03-20,19,50,15,2,1,2169282,1,1,1,0
"Kansas City, MO-KS",2020-03-21,20,56,6,3,1,2169282,1,1,1,0
"Kansas City, MO-KS",2020-03-22,21,60,4,3,0,2169282,1,1,1,0
"Kansas City, MO-KS",2020-03-23,22,78,18,3,0,2169282,1,1,1,0
"Kansas City, MO-KS",2020-03-24,23,94,16,4,1,2169282,1,1,1,0
"Kansas City, MO-KS",2020-03-25,24,123,29,4,0,2169282,1,1,1,1
"Kansas City, MO-KS",2020-03-26,25,163,40,4,0,2169282,1,1,1,1
"Kansas City, MO-KS",2020-03-27,26,197,34,5,1,2169282,1,1,1,1
"Kansas City, MO-KS",2020-03-28,27,233,36,6,1,2169282,1,1,1,1
"Kansas City, MO-KS",2020-03-29,28,273,40,7,1,2169282,1,1,1,1
"Kansas City, MO-KS",2020-03-30,29,323,50,8,1,2169282,1,1,1,1
"Kansas City, MO-KS",2020-03-31,30,391,68,9,1,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-01,31,439,48,11,2,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-02,32,498,59,13,2,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-03,33,563,65,19,6,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-04,34,627,64,19,0,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-05,35,660,33,21,2,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-06,36,730,70,24,3,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-07,37,753,23,28,4,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-08,38,866,113,33,5,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-09,39,919,53,37,4,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-10,40,983,64,42,5,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-11,41,1057,74,49,7,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-12,42,1103,46,50,1,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-13,43,1141,38,57,7,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-14,44,1192,51,63,6,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-15,45,1233,41,67,4,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-16,46,1300,67,76,9,2169282,1,1,1,1
"Kansas City, MO-KS",2020-04-17,47,1351,51,79,3,2169282,1,1,1,1
"Las Vegas-Paradise, NV",2020-03-01,0,0,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-02,1,0,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-03,2,0,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-05,4,1,1,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-06,5,1,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-07,6,1,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-08,7,2,1,0,0,2231647,0,0,0,0
