"metro","date","time","cases","newCases","deaths","newDeaths","population","closePublicSchools","banGatherings","closeSocialRetail","stayAtHome"
"Atlanta-Sandy Springs-Marietta, GA",2020-03-01,0,0,0,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-02,1,2,2,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-03,2,2,0,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-04,3,2,0,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-05,4,2,0,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-06,5,2,0,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-07,6,6,4,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-08,7,10,4,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-09,8,15,5,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-10,9,19,4,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-11,10,25,6,0,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-12,11,25,0,1,1,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-13,12,33,8,1,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-14,13,56,23,1,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-15,14,77,21,1,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-16,15,94,17,1,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-17,16,113,19,1,0,5931098,0,0,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-18,17,155,42,1,0,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-19,18,210,55,4,3,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-20,19,342,132,6,2,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-21,20,370,28,12,6,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-22,21,417,47,15,3,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-23,22,537,120,15,0,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-24,23,683,146,20,5,5931098,1,1,0,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-25,24,826,143,20,0,5931098,1,1,1,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-26,25,951,125,20,0,5931098,1,1,1,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-27,26,1340,389,34,14,5931098,1,1,1,0
"Atlanta-Sandy Springs-Marietta, GA",2020-03-28,27,1481,141,41,7,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-03-29,28,1661,180,41,0,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-03-30,29,1946,285,52,11,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-03-31,30,2405,459,63,11,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-01,31,2556,151,78,15,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-02,32,2925,369,91,13,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-03,33,3474,549,105,14,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-04,34,3796,322,112,7,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-05,35,3879,83,118,6,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-06,36,4289,410,141,23,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-07,37,4803,514,158,17,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-08,38,5092,289,166,8,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-09,39,5384,292,183,17,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-10,40,5740,356,190,7,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-11,41,5904,164,192,2,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-12,42,6143,239,197,5,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-13,43,6749,606,215,18,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-14,44,7387,638,237,22,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-15,45,7832,445,259,22,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-16,46,8146,314,274,15,5931098,1,1,1,1
"Atlanta-Sandy Springs-Marietta, GA",2020-04-17,47,8713,567,298,24,5931098,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-03-01,0,0,0,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-02,1,0,0,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-03,2,0,0,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-09,8,0,0,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-13,12,4,4,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-14,13,5,1,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-15,14,7,2,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-16,15,7,0,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-17,16,7,0,0,0,2168316,0,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-18,17,13,6,0,0,2168316,1,0,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-19,18,20,7,0,0,2168316,1,1,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-20,19,36,16,0,0,2168316,1,1,0,0
"Austin-Round Rock-San Marcos, TX",2020-03-21,20,77,41,0,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-22,21,94,17,0,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-23,22,99,5,0,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-24,23,99,0,0,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-25,24,148,49,0,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-26,25,173,25,0,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-27,26,207,34,1,1,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-28,27,208,1,1,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-29,28,230,22,2,1,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-30,29,260,30,3,1,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-03-31,30,273,13,3,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-04-01,31,338,65,3,0,2168316,1,1,1,0
"Austin-Round Rock-San Marcos, TX",2020-04-02,32,403,65,4,1,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-03,33,471,68,4,0,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-04,34,551,80,7,3,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-05,35,590,39,8,1,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-06,36,645,55,9,1,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-07,37,647,2,9,0,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-08,38,765,118,11,2,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-09,39,783,18,11,0,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-10,40,837,54,11,0,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-11,41,888,51,13,2,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-12,42,986,98,13,0,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-13,43,1074,88,16,3,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-14,44,1133,59,19,3,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-15,45,1138,5,19,0,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-16,46,1240,102,22,3,2168316,1,1,1,1
"Austin-Round Rock-San Marcos, TX",2020-04-17,47,1348,108,26,4,2168316,1,1,1,1
"Baltimore-Towson, MD",2020-03-01,0,0,0,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-02,1,0,0,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-03,2,0,0,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-08,7,1,1,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-09,8,1,0,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-10,9,1,0,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-11,10,2,1,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-12,11,2,0,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-13,12,4,2,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-14,13,7,3,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-15,14,10,3,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-16,15,11,1,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-17,16,16,5,0,0,2802789,0,0,0,0
"Baltimore-Towson, MD",2020-03-18,17,30,14,0,0,2802789,1,0,0,0
"Baltimore-Towson, MD",2020-03-19,18,46,16,0,0,2802789,1,1,0,0
"Baltimore-Towson, MD",2020-03-20,19,61,15,1,1,2802789,1,1,0,0
"Baltimore-Towson, MD",2020-03-21,20,78,17,1,0,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-22,21,104,26,1,0,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-23,22,123,19,1,0,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-24,23,148,25,1,0,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-25,24,181,33,1,0,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-26,25,261,80,1,0,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-27,26,359,98,2,1,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-28,27,519,160,4,2,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-29,28,581,62,5,1,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-30,29,655,74,6,1,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-03-31,30,781,126,8,2,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-04-01,31,913,132,11,3,2802789,1,1,1,0
"Baltimore-Towson, MD",2020-04-02,32,1126,213,11,0,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-03,33,1337,211,18,7,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-04,34,1494,157,25,7,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-05,35,1709,215,30,5,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-06,36,1860,151,40,10,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-07,37,1950,90,47,7,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-08,38,2465,515,55,8,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-09,39,2742,277,63,8,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-10,40,2975,233,78,15,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-11,41,3248,273,99,21,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-12,42,3483,235,112,13,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-13,43,3755,272,122,10,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-14,44,3950,195,123,1,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-15,45,4247,297,124,1,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-16,46,4486,239,130,6,2802789,1,1,1,1
"Baltimore-Towson, MD",2020-04-17,47,4766,280,148,18,2802789,1,1,1,1
"Birmingham-Hoover, AL",2020-03-01,0,0,0,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-02,1,0,0,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-03,2,0,0,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-09,8,0,0,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-13,12,2,2,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-14,13,6,4,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-15,14,15,9,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-16,15,20,5,0,0,1151801,0,0,0,0
"Birmingham-Hoover, AL",2020-03-17,16,26,6,0,0,1151801,0,0,1,0
"Birmingham-Hoover, AL",2020-03-18,17,30,4,0,0,1151801,0,0,1,0
"Birmingham-Hoover, AL",2020-03-19,18,45,15,0,0,1151801,0,0,1,0
"Birmingham-Hoover, AL",2020-03-20,19,62,17,0,0,1151801,0,0,1,0
"Birmingham-Hoover, AL",2020-03-21,20,79,17,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-22,21,92,13,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-23,22,114,22,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-24,23,127,13,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-25,24,188,61,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-26,25,257,69,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-27,26,294,37,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-28,27,336,42,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-29,28,381,45,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-30,29,407,26,0,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-03-31,30,434,27,2,2,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-01,31,464,30,7,5,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-02,32,510,46,8,1,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-03,33,584,74,10,2,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-04,34,606,22,14,4,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-05,35,675,69,14,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-06,36,710,35,16,2,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-07,37,752,42,17,1,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-08,38,801,49,19,2,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-09,39,862,61,19,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-10,40,899,37,19,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-11,41,947,48,20,1,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-12,42,994,47,20,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-13,43,1039,45,20,0,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-14,44,1050,11,23,3,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-15,45,1076,26,24,1,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-16,46,1088,12,29,5,1151801,1,1,1,1
"Birmingham-Hoover, AL",2020-04-17,47,1108,20,32,3,1151801,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-01,0,1,0,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-02,1,2,1,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-03,2,2,0,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-04,3,2,0,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-05,4,3,1,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-06,5,8,5,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-07,6,13,5,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-08,7,27,14,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-09,8,36,9,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-10,9,86,50,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-11,10,86,0,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-12,11,100,14,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-13,12,116,16,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-14,13,129,13,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-15,14,155,26,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-16,15,183,28,0,0,4875390,0,0,0,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-17,16,201,18,0,0,4875390,0,0,1,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-18,17,232,31,0,0,4875390,0,0,1,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-19,18,285,53,0,0,4875390,0,0,1,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-20,19,355,70,1,1,4875390,0,0,1,0
"Boston-Cambridge-Quincy, MA-NH",2020-03-21,20,441,86,2,1,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-22,21,516,75,3,1,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-23,22,615,99,3,0,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-24,23,896,281,4,1,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-25,24,1351,455,5,1,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-26,25,1737,386,12,7,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-27,26,2332,595,17,5,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-28,27,3017,685,21,4,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-29,28,3481,464,25,4,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-30,29,4055,574,32,7,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-03-31,30,4859,804,52,20,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-01,31,5665,806,73,21,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-02,32,6569,904,95,22,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-03,33,7639,1070,116,21,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-04,34,8650,1011,125,9,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-05,35,9304,654,134,9,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-06,36,10273,969,154,20,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-07,37,11360,1087,208,54,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-08,38,12669,1309,255,47,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-09,39,14262,1593,299,44,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-10,40,15902,1640,373,74,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-11,41,17270,1368,441,68,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-12,42,19266,1996,486,45,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-13,43,20375,1109,555,69,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-14,44,21343,968,635,80,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-15,45,22752,1409,721,86,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-16,46,24588,1836,827,106,4875390,1,1,1,1
"Boston-Cambridge-Quincy, MA-NH",2020-04-17,47,26209,1621,919,92,4875390,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-01,0,0,0,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-02,1,0,0,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-03,2,0,0,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-09,8,0,0,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-14,13,0,0,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-15,14,3,3,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-16,15,6,3,0,0,1130152,0,0,0,0
"Buffalo-Niagara Falls, NY",2020-03-17,16,7,1,0,0,1130152,0,0,1,0
"Buffalo-Niagara Falls, NY",2020-03-18,17,7,0,0,0,1130152,0,0,1,0
"Buffalo-Niagara Falls, NY",2020-03-19,18,28,21,0,0,1130152,0,0,1,0
"Buffalo-Niagara Falls, NY",2020-03-20,19,34,6,0,0,1130152,0,0,1,0
"Buffalo-Niagara Falls, NY",2020-03-21,20,42,8,0,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-22,21,60,18,0,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-23,22,97,37,0,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-24,23,118,21,0,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-25,24,134,16,0,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-26,25,148,14,2,2,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-27,26,242,94,6,4,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-28,27,387,145,6,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-29,28,418,31,6,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-30,29,449,31,8,2,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-03-31,30,480,31,8,0,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-01,31,599,119,12,4,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-02,32,825,226,19,7,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-03,33,893,68,22,3,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-04,34,1048,155,26,4,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-05,35,1175,127,27,1,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-06,36,1293,118,30,3,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-07,37,1306,13,36,6,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-08,38,1348,42,38,2,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-09,39,1508,160,46,8,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-10,40,1565,57,59,13,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-11,41,1639,74,64,5,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-12,42,1754,115,80,16,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-13,43,1813,59,91,11,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-14,44,1865,52,105,14,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-15,45,1955,90,116,11,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-16,46,2066,111,123,7,1130152,1,1,1,1
"Buffalo-Niagara Falls, NY",2020-04-17,47,2156,90,123,0,1130152,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-01,0,0,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-02,1,0,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-03,2,0,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-09,8,0,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-12,11,3,3,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-13,12,3,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-14,13,3,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-15,14,5,2,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-16,15,5,0,0,0,2062992,0,0,0,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-17,16,9,4,0,0,2062992,0,0,1,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-18,17,14,5,0,0,2062992,0,0,1,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-19,18,16,2,0,0,2062992,0,0,1,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-20,19,32,16,0,0,2062992,0,0,1,0
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-21,20,46,14,0,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-22,21,86,40,0,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-23,22,108,22,0,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-24,23,139,31,0,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-25,24,221,82,1,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-26,25,247,26,1,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-27,26,294,47,1,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-28,27,399,105,1,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-29,28,460,61,2,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-30,29,523,63,2,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-03-31,30,594,71,3,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-01,31,635,41,4,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-02,32,699,64,5,1,2062992,1,1,1,1
