PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,"Working Out of House (0= maybe, 1=true,2=false)",Rationale,Percentage of total,Essential Location,EMP_PRSE,JOBS_1000,ANNUAL,HOURLY
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3011,Advertising Sales Agents,"2,160",2,,0.076,,9.9,0.758,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3021,Insurance Sales Agents,"8,140",2,,0.286,,6.8,2.856,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3031,"Securities, Commodities, and Financial Services Sales Agents","9,580",2,,0.336,,7.1,3.365,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3041,Travel Agents,"1,540",2,,0.054,,5.8,0.540,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3099,"Sales Representatives, Services, All Other","22,230",2,,0.780,,5.0,7.803,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","8,810",2,,0.309,,43.8,3.092,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","26,900",2,,0.944,,3.1,9.444,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9011,Demonstrators and Product Promoters,"1,370",2,,0.048,,30.7,0.482,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9021,Real Estate Brokers,600,2,,0.021,,35.3,0.211,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9022,Real Estate Sales Agents,"2,850",2,,0.100,,7.4,1.000,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9031,Sales Engineers,"1,680",2,,0.059,,12.5,0.589,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9041,Telemarketers,"2,720",2,,0.095,,26.8,0.954,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9099,"Sales and Related Workers, All Other","1,210",2,,0.042,,8.4,0.424,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-0000,Office and Administrative Support Occupations,"463,200",2,,16.260,,0.9,162.605,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-1011,First-Line Supervisors of Office and Administrative Support Workers,"34,050",2,,1.195,,1.8,11.954,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-2011,"Switchboard Operators, Including Answering Service","1,210",2,,0.042,,10.6,0.425,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-2021,Telephone Operators,80,2,,0.003,,28.3,0.029,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3011,Bill and Account Collectors,"5,430",2,,0.191,,4.8,1.908,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3021,Billing and Posting Clerks,"13,620",2,,0.478,,4.9,4.782,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3031,"Bookkeeping, Accounting, and Auditing Clerks","30,360",2,,1.066,,3.0,10.659,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3041,Gaming Cage Workers,220,2,,0.008,,38.3,0.078,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3051,Payroll and Timekeeping Clerks,"2,730",2,,0.096,,7.2,0.960,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3061,Procurement Clerks,"1,630",2,,0.057,,8.1,0.571,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3099,"Financial Clerks, All Other",650,2,,0.023,,27.2,0.229,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4011,Brokerage Clerks,"2,870",2,,0.101,,11.0,1.007,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4021,Correspondence Clerks,150,2,,0.005,,19.6,0.052,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4031,"Court, Municipal, and License Clerks","1,490",2,,0.052,,4.6,0.525,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4041,"Credit Authorizers, Checkers, and Clerks","1,810",2,,0.064,,17.1,0.637,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4051,Customer Service Representatives,"61,980",2,,2.176,,3.9,21.756,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4061,"Eligibility Interviewers, Government Programs","3,610",2,,0.127,,1.6,1.268,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4071,File Clerks,"3,750",2,,0.132,,10.5,1.316,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4111,"Interviewers, Except Eligibility and Loan","5,380",2,,0.189,,5.6,1.888,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4121,"Library Assistants, Clerical","2,570",2,,0.090,,8.1,0.901,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4151,Order Clerks,"3,010",2,,0.106,,15.2,1.058,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping","2,570",2,,0.090,,5.3,0.904,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4171,Receptionists and Information Clerks,"22,480",2,,0.789,,3.2,7.893,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,"2,060",2,,0.072,,10.4,0.724,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4199,"Information and Record Clerks, All Other","1,680",2,,0.059,,5.7,0.588,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5041,"Meter Readers, Utilities",450,2,,0.016,,7.0,0.157,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5061,"Production, Planning, and Expediting Clerks","5,060",2,,0.178,,4.8,1.775,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5071,"Shipping, Receiving, and Traffic Clerks","10,740",2,,0.377,,4.4,3.771,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5081,Stock Clerks and Order Fillers,"40,630",2,,1.426,,3.4,14.262,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","1,090",2,,0.038,,13.3,0.384,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6011,Executive Secretaries and Executive Administrative Assistants,"10,920",2,,0.383,,4.5,3.833,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6012,Legal Secretaries,"5,520",2,,0.194,,11.7,1.937,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6013,Medical Secretaries,"12,210",2,,0.429,,5.0,4.287,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","43,030",2,,1.511,,2.4,15.104,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9011,Computer Operators,900,2,,0.032,,13.2,0.315,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9021,Data Entry Keyers,"4,740",2,,0.166,,14.4,1.664,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9022,Word Processors and Typists,"2,120",2,,0.074,,8.6,0.744,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9031,Desktop Publishers,400,2,,0.014,,17.6,0.140,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9041,Insurance Claims and Policy Processing Clerks,"5,940",2,,0.209,,11.8,2.086,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9061,"Office Clerks, General","71,420",2,,2.507,,2.0,25.073,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9071,"Office Machine Operators, Except Computer",990,2,,0.035,,9.6,0.348,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9081,Proofreaders and Copy Markers,180,2,,0.006,,14.4,0.064,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9111,Statistical Assistants,450,2,,0.016,,14.0,0.158,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9199,"Office and Administrative Support Workers, All Other","2,960",2,,0.104,,5.1,1.038,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-2011,Agricultural Inspectors,90,2,,0.003,,10.2,0.031,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-2041,"Graders and Sorters, Agricultural Products",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-0000,Construction and Extraction Occupations,"88,740",2,,3.115,,1.9,31.153,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,"8,190",2,,0.288,,4.0,2.876,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2011,Boilermakers,260,2,,0.009,,24.2,0.092,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2021,Brickmasons and Blockmasons,"1,300",2,,0.046,,13.9,0.455,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2022,Stonemasons,110,2,,0.004,,29.4,0.038,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2031,Carpenters,"13,020",2,,0.457,,7.2,4.570,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2041,Carpet Installers,500,2,,0.018,,24.0,0.176,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2043,Floor Sanders and Finishers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2044,Tile and Marble Setters,600,2,,0.021,,20.1,0.211,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2051,Cement Masons and Concrete Finishers,"1,990",2,,0.070,,11.3,0.700,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2061,Construction Laborers,"15,360",2,,0.539,,4.5,5.392,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",540,2,,0.019,,20.9,0.189,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2072,Pile-Driver Operators,50,2,,0.002,,45.8,0.017,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2073,Operating Engineers and Other Construction Equipment Operators,"5,100",2,,0.179,,6.4,1.790,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2081,Drywall and Ceiling Tile Installers,"1,110",2,,0.039,,20.7,0.390,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2082,Tapers,130,2,,0.005,,41.7,0.044,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2111,Electricians,"10,560",2,,0.371,,4.7,3.709,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2121,Glaziers,520,2,,0.018,,26.8,0.184,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",280,2,,0.010,,27.9,0.099,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2132,"Insulation Workers, Mechanical",350,2,,0.012,,15.5,0.122,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2141,"Painters, Construction and Maintenance","3,710",2,,0.130,,6.5,1.301,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2151,Pipelayers,140,2,,0.005,,23.6,0.048,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2152,"Plumbers, Pipefitters, and Steamfitters","7,130",2,,0.250,,9.6,2.503,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2161,Plasterers and Stucco Masons,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2171,Reinforcing Iron and Rebar Workers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2181,Roofers,"1,630",2,,0.057,,13.8,0.573,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2211,Sheet Metal Workers,"1,590",2,,0.056,,20.4,0.557,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2221,Structural Iron and Steel Workers,"1,170",2,,0.041,,22.4,0.412,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",410,2,,0.014,,26.2,0.143,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3012,Helpers--Carpenters,480,2,,0.017,,19.5,0.169,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3013,Helpers--Electricians,980,2,,0.034,,37.8,0.346,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",70,2,,0.002,,37.8,0.025,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",590,2,,0.021,,20.3,0.206,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3016,Helpers--Roofers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-3019,"Helpers, Construction Trades, All Other",220,2,,0.008,,27.7,0.079,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4011,Construction and Building Inspectors,"2,710",2,,0.095,,8.0,0.953,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4021,Elevator Installers and Repairers,490,2,,0.017,,20.8,0.173,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4031,Fence Erectors,540,2,,0.019,,38.4,0.189,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4041,Hazardous Materials Removal Workers,780,2,,0.027,,17.5,0.273,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4051,Highway Maintenance Workers,"3,470",2,,0.122,,9.3,1.218,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,790,2,,0.028,,14.5,0.276,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-4090,Miscellaneous Construction and Related Workers,340,2,,0.012,,27.2,0.119,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-5021,"Earth Drillers, Except Oil and Gas",230,2,,0.008,,21.7,0.081,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-5051,"Rock Splitters, Quarry",150,2,,0.005,,12.4,0.054,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-5081,Helpers--Extraction Workers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-0000,"Installation, Maintenance, and Repair Occupations","97,780",2,,3.433,,2.1,34.327,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","8,330",2,,0.292,,3.1,2.923,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2011,"Computer, Automated Teller, and Office Machine Repairers","1,780",2,,0.062,,11.0,0.626,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",490,2,,0.017,,39.6,0.173,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","2,590",2,,0.091,,18.0,0.910,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2091,Avionics Technicians,300,2,,0.011,,35.7,0.107,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2092,"Electric Motor, Power Tool, and Related Repairers",290,2,,0.010,,28.7,0.103,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",100,2,,0.004,,35.3,0.035,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","1,240",2,,0.044,,11.8,0.435,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",500,2,,0.018,,17.7,0.174,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2097,Electronic Home Entertainment Equipment Installers and Repairers,960,2,,0.034,,42.2,0.338,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-2098,Security and Fire Alarm Systems Installers,"1,530",2,,0.054,,14.3,0.537,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3011,Aircraft Mechanics and Service Technicians,"2,000",2,,0.070,,20.4,0.702,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3021,Automotive Body and Related Repairers,"3,230",2,,0.113,,6.3,1.134,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3022,Automotive Glass Installers and Repairers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3023,Automotive Service Technicians and Mechanics,"12,100",2,,0.425,,4.4,4.247,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"3,730",2,,0.131,,7.1,1.310,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3041,Farm Equipment Mechanics and Service Technicians,130,2,,0.005,,17.5,0.047,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","2,240",2,,0.079,,7.3,0.785,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3043,Rail Car Repairers,170,2,,0.006,,1.9,0.059,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3051,Motorboat Mechanics and Service Technicians,280,2,,0.010,,29.0,0.098,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3052,Motorcycle Mechanics,190,2,,0.007,,23.5,0.067,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,490,2,,0.017,,23.8,0.174,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3091,Bicycle Repairers,370,2,,0.013,,45.3,0.131,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-3093,Tire Repairers and Changers,940,2,,0.033,,26.4,0.331,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9011,Mechanical Door Repairers,290,2,,0.010,,34.0,0.103,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",360,2,,0.013,,16.9,0.127,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","8,060",2,,0.283,,7.9,2.828,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9031,Home Appliance Repairers,"1,050",2,,0.037,,17.5,0.370,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9041,Industrial Machinery Mechanics,"4,890",2,,0.172,,7.0,1.717,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9043,"Maintenance Workers, Machinery","1,620",2,,0.057,,15.0,0.569,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9044,Millwrights,510,2,,0.018,,19.1,0.179,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9051,Electrical Power-Line Installers and Repairers,"1,320",2,,0.046,,16.1,0.463,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9052,Telecommunications Line Installers and Repairers,"4,110",2,,0.144,,17.0,1.441,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9062,Medical Equipment Repairers,"1,060",2,,0.037,,20.7,0.373,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9063,Musical Instrument Repairers and Tuners,240,2,,0.008,,46.1,0.083,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9069,"Precision Instrument and Equipment Repairers, All Other",350,2,,0.012,,44.9,0.122,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9071,"Maintenance and Repair Workers, General","23,370",2,,0.820,,3.1,8.204,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",410,2,,0.014,,19.0,0.145,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9092,Commercial Divers,70,2,,0.002,,10.4,0.023,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9094,Locksmiths and Safe Repairers,180,2,,0.006,,19.4,0.065,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9096,Riggers,60,2,,0.002,,23.8,0.022,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9098,"Helpers--Installation, Maintenance, and Repair Workers","2,510",2,,0.088,,8.9,0.882,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",49-9099,"Installation, Maintenance, and Repair Workers, All Other","2,390",2,,0.084,,15.6,0.839,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-0000,Production Occupations,"118,600",2,,4.163,,2.3,41.635,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-1011,First-Line Supervisors of Production and Operating Workers,"9,850",2,,0.346,,5.8,3.456,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-2021,"Coil Winders, Tapers, and Finishers",50,2,,0.002,,24.6,0.019,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","3,940",2,,0.138,,9.5,1.383,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-2031,Engine and Other Machine Assemblers,190,2,,0.007,,33.4,0.067,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-2041,Structural Metal Fabricators and Fitters,"1,390",2,,0.049,,9.9,0.490,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers","11,040",2,,0.388,,5.6,3.874,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-3011,Bakers,"3,880",2,,0.136,,7.2,1.361,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",420,2,,0.015,,36.2,0.149,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",340,2,,0.012,,16.7,0.121,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",260,2,,0.009,,22.2,0.093,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","1,560",2,,0.055,,11.2,0.548,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",490,2,,0.017,,15.1,0.173,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",350,2,,0.012,,40.1,0.124,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4041,Machinists,"4,900",2,,0.172,,8.7,1.720,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4051,Metal-Refining Furnace Operators and Tenders,230,2,,0.008,,31.0,0.080,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4061,"Model Makers, Metal and Plastic",80,2,,0.003,,28.8,0.029,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4071,Foundry Mold and Coremakers,100,2,,0.004,,14.3,0.034,,
